4FGL-DR4,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J0249.2+1652,-37.533,159.314,4.291,0.067,4.904,34.777,0.016,0.339,unid,bll,0.901,0.086,0.012
4FGL J0251.1-1830,-61.187,201.901,10.474,0.034,18.587,14.584,0.079,0.620,unid,bll,0.926,0.070,0.005
4FGL J0251.6+0628,-45.572,168.216,6.571,0.115,12.400,0.100,1.363,0.002,unid,bll,0.808,0.185,0.007
4FGL J0251.9-5146,-56.555,268.627,4.264,0.085,17.784,0.392,0.008,0.221,unid,bll,0.908,0.086,0.007
4FGL J0252.0-3657,-62.755,241.669,4.717,0.105,27.720,5.252,0.006,0.359,unid,bll,0.890,0.103,0.006
4FGL J0252.3-2707,-63.167,219.958,6.162,0.374,23.118,0.100,1.049,0.099,unid,fsrq,0.333,0.658,0.009
4FGL J0256.2-0408,-52.391,180.767,5.771,0.074,19.314,19.181,0.008,0.080,unid,bll,0.908,0.084,0.008
4FGL J0257.8+7044,10.397,133.052,4.929,0.076,11.823,0.176,0.380,0.308,unid,fsrq,0.145,0.844,0.011
4FGL J0259.0+0552,-44.827,170.749,28.680,0.036,77.664,3.456,1.222,0.205,unid,bll,0.925,0.071,0.003
4FGL J0259.1-4748,-57.689,261.292,5.269,0.088,16.766,5.215,0.006,0.379,unid,bll,0.911,0.084,0.005
4FGL J0300.0-6139,-49.382,280.091,4.343,0.059,13.568,4.677,0.003,0.181,unid,bll,0.905,0.085,0.010
4FGL J0300.0-5908,-51.070,277.174,6.666,0.075,16.424,9.960,0.010,0.446,unid,bll,0.924,0.073,0.003
4FGL J0300.4+3450,-20.926,150.899,6.566,0.142,12.770,0.128,0.181,0.184,unid,bll,0.566,0.431,0.004
4FGL J0301.6-5617,-52.710,273.407,11.078,0.066,22.410,4.316,0.034,0.335,unid,bll,0.947,0.052,0.001
4FGL J0302.5+3354,-21.520,151.805,7.321,0.041,14.762,484.237,0.021,0.017,unid,bll,0.893,0.099,0.007
4FGL J0302.7+5717,-1.173,139.973,5.567,0.210,7.832,0.171,4.998,0.625,unid,pulsar,0.253,0.610,0.137
4FGL J0303.2+5336,-4.355,141.821,4.440,0.252,12.634,0.129,1.331,0.443,unid,fsrq,0.036,0.948,0.015
4FGL J0304.6+6554,6.465,135.968,7.803,0.094,7.250,2.238,0.160,1.041,unid,pulsar,0.008,0.035,0.956
4FGL J0305.4+5945,1.153,139.081,5.180,0.141,17.096,0.313,2.983,1.044,unid,pulsar,0.034,0.256,0.710
4FGL J0309.9-6941,-42.983,287.297,5.007,0.153,18.692,1.071,0.017,0.986,unid,pulsar,0.369,0.070,0.561
4FGL J0311.3+2940,-24.072,155.984,4.909,0.236,16.845,0.144,0.660,0.463,unid,fsrq,0.013,0.977,0.010
4FGL J0312.6-1601,-55.473,201.535,4.306,0.062,7.988,18.523,0.004,0.265,unid,bll,0.911,0.080,0.009
4FGL J0312.7+2012,-31.580,162.512,5.562,0.041,23.416,12.305,0.026,0.435,unid,bll,0.930,0.068,0.003
4FGL J0314.1+2827,-24.728,157.312,5.097,0.103,13.968,0.280,0.220,0.391,unid,fsrq,0.131,0.849,0.019
4FGL J0314.1+5033,-6.148,144.819,6.868,0.184,16.204,0.424,0.670,0.678,unid,pulsar,0.007,0.321,0.673
4FGL J0314.2+2419,-28.081,159.999,6.283,0.065,21.938,0.100,0.503,-0.040,unid,bll,0.898,0.099,0.003
4FGL J0314.4-4805,-55.261,259.687,7.335,0.165,7.135,1.490,0.014,0.222,unid,bll,0.937,0.061,0.003
4FGL J0327.3+2355,-26.575,162.952,5.539,0.132,11.969,0.430,0.101,0.383,unid,fsrq,0.318,0.630,0.051
4FGL J0327.6+2620,-24.651,161.346,6.345,0.049,16.666,0.100,0.048,-0.010,unid,bll,0.939,0.055,0.006
4FGL J0328.0+6046,3.494,140.926,6.268,0.194,17.714,0.326,2.053,0.864,unid,pulsar,0.018,0.407,0.575
4FGL J0328.4-4736,-53.269,257.450,18.398,0.067,44.845,0.106,0.404,0.125,unid,fsrq,0.312,0.684,0.005
4FGL J0328.6-1129,-49.974,197.751,9.106,0.066,11.462,0.100,0.169,-0.044,unid,bll,0.928,0.069,0.003
4FGL J0329.2+5750,1.164,142.700,4.665,0.331,15.265,0.184,2.842,0.447,unid,fsrq,0.073,0.899,0.029
4FGL J0330.7+5845,2.022,142.349,7.691,0.245,9.942,0.326,5.002,0.785,unid,pulsar,0.059,0.276,0.665
4FGL J0331.2-0919,-48.339,195.360,4.697,0.125,19.092,0.366,0.019,0.195,unid,bll,0.896,0.097,0.007
4FGL J0331.8-4404,-53.736,251.472,4.150,0.071,16.554,2.024,0.003,0.224,unid,bll,0.899,0.091,0.010
4FGL J0333.0-3044,-54.644,228.628,6.230,0.063,28.245,5.534,0.008,0.190,unid,bll,0.895,0.098,0.007
4FGL J0333.4-2705,-54.099,222.413,7.465,0.120,12.704,1000.000,0.070,-0.049,unid,bll,0.906,0.086,0.008
4FGL J0334.3+4820,-6.178,148.799,5.377,0.101,11.997,0.213,0.179,0.211,unid,bll,0.623,0.371,0.006
4FGL J0335.6-0727,-46.436,193.836,5.272,0.056,10.883,7.588,0.007,0.055,unid,bll,0.906,0.087,0.006
4FGL J0337.5+2423,-24.742,164.612,7.258,0.081,11.233,0.100,0.772,0.036,unid,bll,0.785,0.209,0.006
4FGL J0337.9+4058,-11.721,153.741,5.934,0.086,9.794,3.238,0.025,0.310,unid,bll,0.949,0.050,0.001
4FGL J0340.4+5302,-1.822,146.792,32.113,0.064,9.892,0.202,694.404,1.318,unid,pulsar,0.134,0.125,0.741
4FGL J0341.9+3153,-18.364,160.219,7.148,0.123,11.766,0.811,0.757,0.468,unid,pulsar,0.000,0.003,0.996
4FGL J0342.4+3125,-18.663,160.617,4.903,0.061,7.959,0.116,1.235,0.252,unid,fsrq,0.364,0.620,0.016
4FGL J0343.2+1400,-31.440,173.729,4.792,0.133,13.462,1000.000,0.035,-0.030,unid,bll,0.914,0.079,0.007
4FGL J0343.3-6303,-44.547,277.240,14.915,0.050,24.789,0.100,0.215,0.033,unid,bll,0.858,0.140,0.002
4FGL J0345.2+4735,-5.687,150.716,4.305,0.071,6.879,6.823,0.016,0.440,unid,bll,0.932,0.066,0.003
4FGL J0346.1+0342,-37.801,183.633,5.288,0.053,6.186,17.169,0.013,0.118,unid,bll,0.904,0.087,0.009
4FGL J0346.2+3235,-17.247,160.496,6.361,0.078,13.048,0.100,3.318,0.293,unid,fsrq,0.147,0.843,0.010
4FGL J0347.0-6400,-43.704,278.070,7.310,0.088,13.946,1.606,0.031,0.882,unid,pulsar,0.318,0.061,0.621
4FGL J0347.5+0722,-35.163,180.416,6.707,0.051,11.510,10.841,0.030,0.458,unid,bll,0.927,0.071,0.002
4FGL J0348.5-1804,-48.342,209.994,4.652,0.067,30.943,16.848,0.009,0.366,unid,bll,0.900,0.090,0.009
4FGL J0349.6+4026,-10.776,155.854,7.418,0.082,11.434,0.802,0.267,0.632,unid,pulsar,0.010,0.075,0.914
4FGL J0350.5+4210,-9.332,154.868,4.356,0.057,7.828,9.130,0.011,0.337,unid,bll,0.922,0.074,0.004
4FGL J0356.9+3013,-17.523,163.915,4.934,0.115,7.507,0.390,0.149,0.418,unid,fsrq,0.124,0.787,0.089
4FGL J0357.7-6808,-40.618,282.054,5.366,0.048,15.637,16.004,0.011,0.483,unid,bll,0.921,0.074,0.004
4FGL J0358.1+2850,-18.357,165.098,4.864,0.220,12.953,0.295,0.338,0.756,unid,fsrq,0.005,0.959,0.036
4FGL J0358.6+5912,4.582,144.910,4.367,0.248,6.016,0.549,0.084,0.263,unid,bll,0.537,0.392,0.070
4FGL J0358.7-7403,-37.277,288.347,5.669,0.079,20.693,0.100,0.120,0.075,unid,bll,0.866,0.131,0.003
4FGL J0359.3+3626,-12.574,159.985,8.359,0.174,6.683,0.431,0.971,0.990,unid,pulsar,0.027,0.405,0.569
4FGL J0402.8-2747,-47.801,225.329,7.177,0.148,39.164,0.100,0.449,0.249,unid,fsrq,0.055,0.940,0.006
4FGL J0405.4-6929,-39.322,283.099,10.768,0.073,45.794,0.100,0.293,0.125,unid,fsrq,0.332,0.663,0.005
4FGL J0406.2+0639,-32.053,184.612,5.871,0.059,25.805,0.100,0.289,0.084,unid,bll,0.672,0.325,0.003
4FGL J0408.8+0508,-32.447,186.510,4.210,0.168,6.952,0.100,0.602,0.250,unid,fsrq,0.207,0.783,0.010
4FGL J0409.2+2542,-18.877,169.287,7.699,0.056,9.142,0.125,0.070,0.051,unid,bll,0.914,0.080,0.005
4FGL J0409.3+0210,-34.103,189.453,4.646,0.090,14.810,0.100,0.310,0.157,unid,fsrq,0.410,0.585,0.005
4FGL J0409.4-3822,-47.413,241.173,7.801,0.053,10.142,7.604,0.029,0.711,unid,bll,0.914,0.083,0.003
4FGL J0409.7+4006,-8.489,158.995,7.205,0.186,13.977,0.311,1.723,0.591,unid,pulsar,0.024,0.717,0.259
4FGL J0412.5+6519,10.194,141.966,4.719,0.147,12.813,0.243,1.429,0.855,unid,pulsar,0.016,0.836,0.148
4FGL J0412.6+2253,-20.267,172.002,4.473,0.135,5.674,0.156,0.637,0.495,unid,fsrq,0.044,0.933,0.023
4FGL J0413.1-0304,-36.192,195.465,8.691,0.115,24.002,0.159,0.288,0.244,unid,fsrq,0.277,0.720,0.003
4FGL J0413.4-8609,-29.533,299.521,8.172,0.123,10.914,1.041,0.073,0.565,unid,pulsar,0.267,0.383,0.350
4FGL J0414.3+4522,-4.084,155.980,5.316,0.098,13.554,2.490,0.019,0.047,unid,bll,0.939,0.060,0.002
4FGL J0414.6+5711,4.502,147.848,8.890,0.048,15.105,6.130,0.065,0.101,unid,bll,0.921,0.077,0.002
4FGL J0414.7-4300,-46.221,247.902,18.973,0.073,8.521,0.929,0.566,1.432,unid,pulsar,0.008,0.026,0.966
4FGL J0418.4-4342,-45.499,248.840,4.389,0.046,19.234,91.124,0.008,0.236,unid,bll,0.895,0.092,0.013
4FGL J0423.0-0943,-37.317,204.188,10.860,0.072,14.547,1.233,0.141,0.568,unid,pulsar,0.301,0.230,0.469
4FGL J0423.1-1408,-39.165,209.310,5.029,0.077,7.609,144.362,0.017,0.163,unid,bll,0.882,0.105,0.013
4FGL J0424.8+3117,-12.545,167.552,4.835,0.432,12.144,0.100,0.364,0.152,unid,fsrq,0.404,0.590,0.006
4FGL J0425.1+4919,0.009,154.492,5.460,0.095,12.388,0.100,1.334,-0.044,unid,bll,0.871,0.123,0.006
4FGL J0426.5+5434,3.820,150.880,30.461,0.046,11.417,0.390,83.925,0.909,unid,pulsar,0.001,0.005,0.994
4FGL J0427.9+3632,-8.491,164.100,5.957,0.234,15.292,0.243,2.445,0.629,unid,pulsar,0.028,0.870,0.102
4FGL J0431.0+3529,-8.733,165.306,4.259,0.126,10.194,0.478,0.724,1.012,unid,pulsar,0.010,0.233,0.756
4FGL J0431.1+4433,-2.545,158.643,6.161,0.038,7.918,40.199,0.069,0.695,unid,bll,0.903,0.086,0.011
4FGL J0433.0+1327,-22.663,183.109,5.679,0.082,15.273,2.063,0.112,1.061,unid,pulsar,0.023,0.071,0.906
4FGL J0435.2-1507,-36.866,211.910,5.221,0.088,15.247,0.100,0.216,0.083,unid,bll,0.755,0.242,0.003
4FGL J0435.5+3232,-10.021,168.149,9.486,0.047,9.204,3.117,0.207,0.734,unid,pulsar,0.090,0.050,0.860
4FGL J0436.9+2915,-11.946,170.889,14.072,0.046,5.477,1.646,0.804,0.619,unid,pulsar,0.001,0.003,0.996
4FGL J0438.0-7329,-35.184,286.039,14.150,0.038,11.955,35.457,0.112,0.143,unid,bll,0.930,0.061,0.010
4FGL J0438.2-4243,-41.943,247.296,6.982,0.084,13.624,0.100,0.346,-0.008,unid,bll,0.873,0.124,0.003
4FGL J0439.4-7424,-34.716,287.007,5.158,0.132,5.714,0.636,0.020,0.310,unid,bll,0.891,0.102,0.008
4FGL J0439.6-8322,-30.585,296.467,6.229,0.296,8.420,0.100,0.073,0.115,unid,bll,0.866,0.128,0.006
4FGL J0439.9-0535,-31.679,202.115,4.774,0.076,15.142,2.044,0.009,0.164,unid,bll,0.927,0.070,0.003
4FGL J0441.4+5058,3.043,155.057,4.613,0.202,15.897,0.100,1.954,0.220,unid,fsrq,0.140,0.852,0.008
4FGL J0441.8+2600,-13.202,174.148,6.723,0.113,8.006,0.402,2.462,0.940,unid,pulsar,0.034,0.278,0.688
4FGL J0442.0-5432,-40.367,262.902,12.764,0.075,21.089,0.100,0.430,0.117,unid,fsrq,0.475,0.520,0.005
4FGL J0442.8+3609,-6.504,166.401,7.776,0.084,12.661,0.117,3.306,0.363,unid,fsrq,0.123,0.866,0.011
4FGL J0443.9+2921,-10.720,171.803,4.656,0.222,13.677,0.100,1.761,0.355,unid,fsrq,0.068,0.921,0.011
4FGL J0444.4+1621,-18.718,182.413,5.138,0.212,16.482,0.258,0.366,0.307,unid,fsrq,0.303,0.671,0.026
4FGL J0444.8-3514,-40.132,237.510,4.077,0.106,16.196,0.100,0.053,0.047,unid,bll,0.924,0.070,0.006
4FGL J0447.2+2446,-13.053,175.915,9.332,0.106,8.659,0.967,0.997,0.888,unid,pulsar,0.000,0.005,0.995
4FGL J0448.3+2743,-11.007,173.718,5.268,0.160,16.314,0.272,0.721,0.544,unid,fsrq,0.012,0.883,0.105
4FGL J0448.7-2116,-36.047,220.488,8.825,0.101,50.301,0.100,0.868,0.259,unid,fsrq,0.030,0.964,0.006
4FGL J0449.3-2621,-37.407,226.587,4.735,0.204,22.702,0.125,0.096,0.307,unid,fsrq,0.316,0.680,0.004
4FGL J0450.7+0715,-22.714,191.315,4.102,0.061,14.125,148.245,0.008,0.091,unid,bll,0.872,0.114,0.014
4FGL J0453.3+2843,-9.521,173.617,9.828,0.340,65.985,0.100,2.458,0.209,unid,fsrq,0.035,0.960,0.005
4FGL J0454.4+5943,10.048,149.473,4.209,0.180,24.873,0.189,0.456,0.436,unid,fsrq,0.019,0.974,0.007
4FGL J0454.6-1740,-33.509,216.936,4.884,0.078,14.779,2.885,0.009,0.449,unid,bll,0.932,0.066,0.003
4FGL J0455.9+6757,15.154,142.838,9.494,0.061,5.900,7.000,0.044,0.453,unid,bll,0.913,0.083,0.003
4FGL J0458.2+6244,12.248,147.309,4.406,0.058,21.658,3.301,0.008,0.248,unid,bll,0.913,0.084,0.003
4FGL J0459.7-5413,-37.854,262.075,8.848,0.061,6.623,7.031,0.020,0.470,unid,bll,0.931,0.066,0.002
4FGL J0501.7+4459,1.864,161.841,5.281,0.053,17.530,0.100,0.331,-0.043,unid,bll,0.925,0.073,0.002
4FGL J0502.2+3016,-7.042,173.581,4.678,0.056,19.236,12.030,0.036,0.562,unid,bll,0.930,0.067,0.002
4FGL J0502.6+0036,-23.705,199.167,8.397,0.055,114.462,1.194,0.058,0.257,unid,bll,0.660,0.335,0.005
4FGL J0504.4+1750,-13.970,184.097,5.128,0.231,15.150,0.100,3.591,0.324,unid,fsrq,0.089,0.903,0.009
4FGL J0505.8-1923,-31.654,219.962,4.873,0.070,8.343,4.476,0.008,0.481,unid,bll,0.924,0.069,0.007
4FGL J0506.3-0620,-26.213,206.385,6.745,0.144,20.162,0.187,0.192,0.245,unid,fsrq,0.445,0.552,0.003
4FGL J0506.6-4629,-36.963,252.297,8.610,0.051,16.824,14.727,0.023,0.365,unid,bll,0.925,0.072,0.003
4FGL J0506.6+4545,3.006,161.755,5.933,0.078,11.000,24.914,0.042,0.459,unid,bll,0.927,0.068,0.005
4FGL J0508.9-2327,-32.325,224.773,4.279,0.080,13.786,0.100,0.048,-0.085,unid,bll,0.947,0.046,0.007
4FGL J0510.0-0204,-23.413,202.701,4.280,0.133,16.316,0.100,0.031,0.045,unid,bll,0.918,0.074,0.008
4FGL J0510.6-5655,-36.071,265.271,4.992,0.195,17.896,0.464,0.027,0.523,unid,bll,0.684,0.282,0.034
4FGL J0511.0+4213,1.541,165.069,4.644,0.077,8.472,0.105,0.046,0.078,unid,bll,0.905,0.087,0.008
4FGL J0512.3+3329,-3.412,172.273,5.714,0.089,21.798,4.093,0.088,0.714,unid,bll,0.901,0.084,0.015
4FGL J0512.5-2201,-31.058,223.495,4.889,0.089,17.168,0.100,0.430,-0.100,unid,bll,0.953,0.044,0.002
4FGL J0512.8+5821,11.152,152.012,6.233,0.155,12.914,0.544,0.369,1.018,unid,pulsar,0.010,0.335,0.655
4FGL J0514.1-2437,-31.553,226.509,5.004,0.128,14.631,0.159,0.016,0.109,unid,bll,0.908,0.083,0.009
4FGL J0515.4-3841,-34.582,242.937,5.743,0.061,20.526,7.711,0.012,0.660,unid,bll,0.925,0.072,0.003
4FGL J0516.3+3753,-0.179,169.174,4.541,0.066,18.442,0.100,0.382,-0.031,unid,bll,0.908,0.090,0.002
4FGL J0518.6+1227,-14.117,190.679,4.813,0.318,17.935,0.100,3.346,0.116,unid,fsrq,0.181,0.812,0.007
4FGL J0519.7+1939,-9.954,184.650,5.970,0.051,8.669,1.743,0.030,0.047,unid,bll,0.941,0.057,0.002
4FGL J0521.8+0843,-15.426,194.380,4.889,0.316,7.583,0.214,2.190,0.738,unid,pulsar,0.052,0.853,0.095
4FGL J0524.7-8304,-29.492,295.533,11.563,0.085,13.842,0.712,0.243,0.361,unid,bll,0.354,0.177,0.468
4FGL J0525.0-0333,-20.808,206.025,4.400,0.094,10.698,0.100,1.981,-0.008,unid,bll,0.809,0.185,0.006
4FGL J0526.4+1114,-13.142,192.780,4.972,0.104,9.787,0.100,0.800,0.161,unid,fsrq,0.438,0.552,0.010
4FGL J0527.1+1152,-12.678,192.308,5.000,0.147,11.686,0.316,0.544,0.473,unid,pulsar,0.031,0.764,0.205
4FGL J0527.4+6647,17.063,145.559,12.531,0.036,13.650,1.605,0.044,0.094,unid,bll,0.945,0.053,0.002
4FGL J0528.0-4647,-33.317,252.971,7.636,0.134,16.613,0.100,0.581,0.043,unid,bll,0.740,0.255,0.005
4FGL J0528.5+3852,2.344,169.714,4.438,0.054,9.712,0.100,0.063,-0.027,unid,bll,0.936,0.058,0.006
4FGL J0529.9-0224,-19.198,205.551,6.798,0.076,14.804,0.340,1.038,0.871,unid,pulsar,0.010,0.526,0.464
4FGL J0531.3+1609,-9.536,189.151,4.864,0.160,12.351,0.100,8.578,-0.100,unid,fsrq,0.541,0.436,0.023
4FGL J0531.4-0058,-18.189,204.401,4.439,0.143,7.991,0.952,0.120,0.854,unid,pulsar,0.009,0.136,0.856
4FGL J0531.5-7823,-30.520,290.255,5.078,0.056,19.204,0.100,0.530,-0.069,unid,bll,0.928,0.069,0.003
4FGL J0531.7+1241,-11.279,192.209,6.466,0.153,5.459,0.290,1.673,0.561,unid,pulsar,0.073,0.801,0.127
4FGL J0532.6+3358,0.358,174.260,4.084,0.318,10.443,0.203,1.690,0.626,unid,fsrq,0.021,0.933,0.046
4FGL J0533.2+3024,-1.491,177.314,6.174,0.101,7.385,0.100,13.131,0.186,unid,fsrq,0.688,0.217,0.094
4FGL J0533.6+5945,14.168,152.258,17.642,0.057,15.035,0.817,1.557,1.012,unid,pulsar,0.000,0.007,0.993
4FGL J0534.0+3746,2.651,171.231,4.843,0.209,23.970,0.141,2.028,0.371,unid,fsrq,0.031,0.961,0.008
4FGL J0534.2+2751,-2.684,179.588,6.341,0.078,10.697,0.100,0.656,-0.075,unid,bll,0.924,0.072,0.004
4FGL J0535.0+3615,2.003,172.616,4.454,0.111,6.830,0.100,1.707,0.218,unid,bll,0.585,0.401,0.014
4FGL J0535.1-5422,-32.688,262.090,11.031,0.104,10.287,0.237,0.275,0.265,unid,fsrq,0.381,0.597,0.021
4FGL J0535.3+0934,-12.127,195.390,5.582,0.137,28.330,0.369,0.536,0.639,unid,fsrq,0.011,0.859,0.130
4FGL J0535.6-0405,-18.707,207.844,5.571,0.045,9.101,0.100,0.408,0.085,unid,bll,0.607,0.387,0.006
4FGL J0536.1-1205,-22.109,215.566,5.258,0.094,9.224,3.603,0.031,0.770,unid,bll,0.878,0.093,0.029
4FGL J0537.5+0959,-11.466,195.310,5.095,0.107,45.887,0.100,3.378,0.161,unid,fsrq,0.042,0.952,0.005
4FGL J0537.6+0400,-14.417,200.652,5.602,0.047,16.426,2.254,0.018,0.070,unid,bll,0.940,0.058,0.002
4FGL J0538.9+3549,2.434,173.398,5.729,0.163,13.151,0.682,1.205,0.690,unid,pulsar,0.000,0.009,0.991
4FGL J0539.2-6333,-32.073,272.945,6.924,0.122,13.441,10.387,0.011,0.102,unid,bll,0.911,0.084,0.005
4FGL J0540.0+3501,2.195,174.202,5.781,0.132,13.647,0.413,1.107,0.547,unid,pulsar,0.014,0.262,0.724
4FGL J0540.2+0655,-12.430,198.367,8.283,0.059,22.828,17.298,0.107,0.314,unid,bll,0.941,0.055,0.004
4FGL J0540.6+5540,12.950,156.388,5.709,0.090,15.211,0.100,0.268,0.132,unid,fsrq,0.540,0.455,0.004
4FGL J0540.7+3611,2.937,173.275,5.925,0.131,14.247,0.515,1.995,0.723,unid,pulsar,0.005,0.060,0.935
4FGL J0540.9+5046,10.537,160.735,4.565,0.234,9.296,0.123,1.685,0.771,unid,fsrq,0.041,0.920,0.039
4FGL J0541.1-2059,-24.467,224.992,5.760,0.076,18.672,0.504,0.015,0.135,unid,bll,0.924,0.071,0.005
4FGL J0541.4-0754,-19.132,212.130,5.197,0.086,15.675,0.420,1.604,0.621,unid,pulsar,0.012,0.233,0.755
4FGL J0543.5-8741,-27.781,300.430,18.263,0.047,23.579,1.087,0.227,0.113,unid,bll,0.973,0.025,0.002
4FGL J0543.9-0418,-16.977,209.025,6.174,0.090,16.818,0.100,1.960,0.150,unid,fsrq,0.223,0.769,0.008
4FGL J0544.4+2238,-3.508,185.236,6.319,0.161,12.707,0.100,347.388,-0.100,unid,pulsar,0.240,0.190,0.571
4FGL J0544.7+7124,20.533,141.968,6.955,0.098,8.928,0.100,0.378,0.217,unid,fsrq,0.219,0.774,0.007
4FGL J0544.8+5209,11.756,159.827,4.222,0.143,8.405,0.100,0.413,0.153,unid,fsrq,0.391,0.602,0.007
4FGL J0545.7+6016,15.737,152.550,30.876,0.025,9.412,2.554,1.654,0.533,unid,pulsar,0.011,0.003,0.986
4FGL J0545.8-0905,-18.678,213.750,10.023,0.038,15.742,0.100,2.253,-0.006,unid,bll,0.580,0.412,0.007
4FGL J0546.5-1100,-19.335,215.666,6.388,0.302,8.750,0.278,1.517,0.827,unid,pulsar,0.025,0.773,0.202
4FGL J0548.6+1200,-8.089,194.943,4.944,0.247,11.691,0.100,1.002,0.254,unid,fsrq,0.179,0.810,0.011
4FGL J0549.0-0233,-15.025,208.016,4.338,0.125,17.631,0.468,0.418,0.781,unid,pulsar,0.008,0.541,0.450
4FGL J0550.2+0730,-9.986,199.096,4.294,0.174,14.533,0.239,0.180,0.259,unid,fsrq,0.501,0.492,0.007
4FGL J0550.3-6107,-30.832,270.075,4.117,0.144,16.829,0.520,0.012,0.262,unid,bll,0.921,0.075,0.004
4FGL J0550.5-4356,-28.998,250.347,11.180,0.042,20.378,11.054,0.061,0.486,unid,bll,0.937,0.061,0.002
4FGL J0551.7+0446,-10.966,201.710,7.718,0.206,10.675,0.296,3.924,1.017,unid,pulsar,0.058,0.312,0.630
4FGL J0551.8-2130,-22.349,226.519,5.207,0.074,11.796,0.498,0.027,0.315,unid,bll,0.859,0.129,0.012
4FGL J0552.0+2656,0.183,182.447,7.628,0.185,5.951,0.333,3.902,0.696,unid,pulsar,0.115,0.453,0.432
4FGL J0552.0+0256,-11.790,203.385,4.947,0.196,19.903,0.501,1.135,0.807,unid,pulsar,0.003,0.076,0.922
4FGL J0553.9-5048,-29.532,258.223,11.618,0.061,19.219,4.034,0.063,0.580,unid,bll,0.936,0.060,0.003
4FGL J0554.0-0839,-16.653,214.264,4.887,0.065,8.943,0.652,0.070,0.289,unid,bll,0.644,0.295,0.061
4FGL J0554.2-0259,-14.077,209.026,5.822,0.067,9.437,0.100,0.402,-0.027,unid,bll,0.856,0.140,0.004
4FGL J0554.5-4419,-28.353,250.926,5.553,0.127,26.483,0.100,0.511,0.267,unid,fsrq,0.052,0.942,0.006
4FGL J0554.8-0011,-12.653,206.556,4.902,0.078,15.480,0.252,0.128,0.140,unid,bll,0.885,0.112,0.003
4FGL J0555.1+0150,-11.639,204.739,7.693,0.116,6.844,0.563,1.563,0.812,unid,pulsar,0.011,0.115,0.874
4FGL J0555.9+0030,-12.075,206.054,4.741,0.188,16.001,0.380,0.470,0.511,unid,pulsar,0.029,0.649,0.321
4FGL J0557.2+3528,5.444,175.606,4.183,0.218,5.043,0.100,1.903,0.222,unid,bll,0.691,0.292,0.017
4FGL J0558.1-2113,-20.878,226.817,11.235,0.061,9.888,1.476,0.121,0.605,unid,pulsar,0.118,0.184,0.698
4FGL J0558.7-4957,-28.663,257.385,4.952,0.260,13.592,0.100,0.329,0.390,unid,fsrq,0.023,0.972,0.005
4FGL J0559.2+2557,1.092,184.113,5.033,0.169,11.261,0.214,1.368,0.512,unid,fsrq,0.025,0.933,0.042
4FGL J0559.3+0352,-9.759,203.434,4.174,0.437,13.260,0.269,1.717,1.168,unid,pulsar,0.061,0.497,0.442
4FGL J0559.5+7026,21.271,143.421,8.574,0.217,180.756,0.239,0.363,0.519,unid,fsrq,0.011,0.982,0.007
4FGL J0600.1+0215,-10.334,204.984,4.415,0.221,11.512,0.481,0.614,1.025,unid,pulsar,0.010,0.259,0.732
4FGL J0600.4+4949,12.810,163.128,4.275,0.120,10.858,0.100,0.264,-0.001,unid,bll,0.855,0.142,0.003
4FGL J0600.7+2012,-1.470,189.269,5.627,0.369,12.175,0.305,4.881,0.957,unid,pulsar,0.045,0.225,0.729
4FGL J0600.8+0509,-8.811,202.457,4.805,0.108,10.540,0.297,0.523,0.425,unid,fsrq,0.050,0.798,0.152
4FGL J0601.0-1016,-15.809,216.561,7.321,0.274,19.138,0.504,1.059,0.875,unid,pulsar,0.003,0.079,0.918
4FGL J0601.4-6057,-29.486,269.952,7.561,0.091,10.938,0.424,0.039,0.212,unid,bll,0.837,0.149,0.014
4FGL J0602.7+6621,20.028,147.599,4.849,0.075,11.570,0.100,0.107,-0.100,unid,bll,0.954,0.042,0.004
4FGL J0604.8+1653,-2.273,192.630,7.273,0.176,11.260,0.342,6.121,0.870,unid,pulsar,0.035,0.136,0.829
4FGL J0604.9-1042,-15.129,217.387,4.605,0.121,10.426,0.405,0.239,0.501,unid,fsrq,0.043,0.798,0.159
4FGL J0607.9-1904,-17.924,225.645,5.639,0.093,10.781,6.352,0.015,0.339,unid,bll,0.932,0.067,0.002
4FGL J0608.5+1826,-0.738,191.704,4.989,0.374,12.967,0.500,1.834,0.845,unid,pulsar,0.005,0.069,0.926
4FGL J0608.6-2305,-19.327,229.629,6.417,0.111,7.863,1.194,0.040,0.675,unid,pulsar,0.352,0.148,0.500
4FGL J0609.0+2136,0.893,188.987,10.193,0.163,3.848,0.419,6.143,0.603,unid,pulsar,0.185,0.225,0.589
4FGL J0609.0+2006,0.167,190.306,5.662,0.208,13.708,0.399,6.519,0.938,unid,pulsar,0.014,0.054,0.932
4FGL J0609.1+1544,-1.925,194.142,4.426,0.413,11.918,0.304,3.093,0.882,unid,pulsar,0.041,0.429,0.530
4FGL J0610.6+5318,15.745,160.595,4.163,0.540,13.872,0.408,0.115,0.689,unid,fsrq,0.023,0.933,0.045
4FGL J0610.7+3752,8.966,174.805,4.304,0.053,14.417,10.600,0.018,0.802,unid,bll,0.921,0.076,0.004
4FGL J0610.8-4911,-26.587,256.919,5.511,0.100,22.321,2.271,0.005,0.025,unid,bll,0.891,0.098,0.011
