4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J2147.7+4735,unid-pulsar,-4.646,93.850,5.055,0.085,0.787,0.183,0.558,0.793,0.699
4FGL J2201.0-6928,unid-pulsar,-41.051,321.277,16.328,0.052,1.496,0.300,0.918,0.996,-0.432
4FGL J2205.5+6016,msp,3.738,103.720,5.470,0.178,0.858,0.202,0.470,0.884,0.782
4FGL J2208.1+4058,psr,-12.094,92.618,8.510,0.246,0.213,2.900,0.896,0.075,0.139
4FGL J2210.2+5919,unid-pulsar,2.632,103.642,8.392,0.110,0.300,4.969,0.638,0.825,0.861
4FGL J2212.4+0708,unid-pulsar,-38.480,68.786,16.421,0.050,1.262,1.428,1.016,0.998,-0.239
4FGL J2214.6+3000,msp,-21.673,86.858,104.599,0.015,1.509,115.228,0.993,0.988,-0.205
4FGL J2215.6+5135,msp,-4.169,99.872,51.995,0.025,1.295,16.221,0.561,0.967,0.274
4FGL J2218.8+4736,unid-pulsar,-7.775,98.081,11.626,0.064,1.504,0.255,1.009,0.993,0.128
4FGL J2219.7-6837,unid-pulsar,-42.890,320.737,17.708,0.041,2.490,0.279,1.074,0.976,-0.387
4FGL J2220.8+6319,unid-pulsar,5.219,106.950,13.370,0.074,0.396,11.883,0.674,0.994,1.082
4FGL J2221.1+6605,unid-pulsar,7.528,108.498,4.825,0.225,0.234,2.046,0.862,0.791,0.684
4FGL J2221.6+6349,unid-pulsar,5.606,107.300,5.043,0.092,0.406,1.777,0.739,0.977,0.985
4FGL J2223.4+5814,bcu-pulsar,0.773,104.468,5.885,0.175,0.231,7.433,0.870,0.953,0.994
4FGL J2227.1+6455,unid-pulsar,6.208,108.393,5.093,0.168,0.310,1.315,0.701,0.765,0.715
4FGL J2229.0+6114,psr,2.949,106.648,168.595,0.010,0.754,5815.666,0.455,0.964,0.883
4FGL J2233.3+6530,unid-pulsar,6.369,109.262,8.492,0.104,0.548,1.735,0.760,0.996,0.959
4FGL J2234.7+0943,msp,-40.443,76.267,38.540,0.029,1.588,6.081,0.792,0.994,-0.148
4FGL J2238.5+5903,psr,0.475,106.564,73.536,0.018,0.695,375.284,0.585,0.989,0.869
4FGL J2240.6+5833,psr,-0.101,106.564,16.770,0.060,0.993,3.767,0.562,0.991,0.854
4FGL J2241.2+4303,unid-pulsar,-13.695,99.058,6.892,0.119,0.748,0.210,1.158,0.875,0.145
4FGL J2241.4-8327,unid-pulsar,-32.581,307.096,12.770,0.055,1.725,0.257,0.778,0.967,0.100
4FGL J2241.7-5236,msp,-54.934,337.452,55.093,0.016,1.697,60.203,1.012,0.982,-0.422
4FGL J2241.9+5729,unk-pulsar,-1.112,106.211,5.174,0.218,0.326,0.540,0.481,0.553,0.619
4FGL J2249.4+6222,unid-pulsar,2.783,109.303,7.947,0.167,0.185,10.223,0.559,0.846,0.977
4FGL J2250.5+3305,unid-pulsar,-23.281,95.609,18.639,0.070,0.878,1.250,1.080,0.996,-0.098
4FGL J2256.8-1024,msp,-58.276,59.213,35.121,0.040,1.204,2.991,0.640,0.994,-0.495
4FGL J2301.8+6235,unid-pulsar,2.362,110.690,6.810,0.153,0.379,6.297,1.072,0.911,1.086
4FGL J2302.7+4443,msp,-13.992,103.398,109.548,0.013,1.912,142.693,0.825,0.980,0.116
4FGL J2310.0-0555,msp,-57.900,69.693,28.806,0.041,1.491,2.204,1.060,0.997,-0.485
4FGL J2315.9+5955,unk-pulsar,-0.760,111.225,7.816,0.124,0.405,3.455,0.571,0.982,1.021
4FGL J2317.3+1433,msp,-42.464,91.353,4.830,0.166,1.049,0.038,1.100,0.853,-0.352
4FGL J2317.8+6140,unid-pulsar,0.800,112.072,6.628,0.128,0.469,1.175,0.408,0.956,1.022
4FGL J2320.7+6115,unk-pulsar,0.283,112.257,4.514,0.159,0.504,0.278,0.355,0.451,0.795
4FGL J2333.1-5527,msp,-58.323,324.136,25.197,0.043,1.074,0.570,0.545,0.998,-0.583
4FGL J2339.6-0533,msp,-62.475,81.348,93.783,0.016,1.869,54.636,0.605,0.976,-0.524
4FGL J2342.4-4739,unid-pulsar,-65.434,331.645,12.485,0.065,1.314,0.296,0.765,0.995,-0.588
4FGL J2346.7+8008,bll-pulsar,17.627,120.062,13.583,0.040,0.371,1.605,0.299,0.707,0.060
4FGL J2347.8+6256,spp-pulsar,0.953,115.774,4.543,0.204,0.223,2.478,0.717,0.807,0.827
4FGL J2350.7+6738,unid-pulsar,5.447,117.192,4.231,0.148,0.364,0.753,0.675,0.892,0.753
4FGL J2357.7+6802,unid-pulsar,5.698,117.927,4.568,0.163,0.446,0.640,0.749,0.913,0.700
4FGL J2357.8+6231,spp-pulsar,0.300,116.801,6.407,0.326,0.490,1.051,0.689,0.989,0.620
4FGL J2358.4+6547,bcu-pulsar,3.469,117.528,7.664,0.068,0.409,1.395,0.417,0.878,1.046
4FGL J2358.7+5646,unid-pulsar,-5.354,115.731,6.278,0.066,2.000,0.071,0.903,0.829,0.376
